title,rating,price,link
"Boult Audio Z40 True Wireless in Ear Earbuds with 60H Playtime, Zenâ„¢ ENC Mic, Low Latency Gaming, Type-C Fast Charging, Made in India, 10mm Rich Bass Drivers, IPX5, Bluetooth 5.3 Ear Buds TWS (Blue)  ",3.8 out of 5 stars,"1,099",https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTUwNjA3NjQxODUwMDA5OjE3MjM0NjQ4MTU6c3BfbXRmOjMwMDEzOTM5Njg4OTIzMjo6MDo6&url=%2FBoult-Audio-Wireless-Playtime-Bluetooth%2Fdp%2FB0BQN2RMJF%2Fref%3Dsr_1_284_sspa%3Fdib%3DeyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464815%26sr%3D8-284-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"ZEBRONICS Zeb-Evolve BTv5.0, Voice Assistant, Rapid Charge, Dual Pairing, Call Function, Magnetic Earpiece Bluetooth Wireless in Ear Earphones with Mic (Metallic Green)  ",3.6 out of 5 stars,449,https://amazon.in/ZEBRONICS-Zeb-Evolve-Supporting-Metallic-Green/dp/B09GFVB6N8/ref=sr_1_285?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-285
"Boult Audio YCharge Wireless in Ear Bluetooth Earphones with 12H Playtime, Type-C Fast Charging (20Min=100% Playtime), Pro+ Calling Mic, Made in India, 12mm Bass Drivers, IPX5 Neckband (Blue)  ",3.6 out of 5 stars,699,https://amazon.in/Boult-Wireless-Bluetooth-Earphones-Playtime/dp/B0BJ7G2B4H/ref=sr_1_286?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-286
"iClever Kids Headphones for Girls with Mic, 85/94dB Volume Control, Wired Headphones for Kids, Adjustable Headband, Foldable Children Headphones for iPad/Tablet/Airplane/School, Purple  ",4.2 out of 5 stars,"1,299",https://amazon.in/iClever-Headphones-Adjustable-Headband-Foldable/dp/B08H562HBS/ref=sr_1_287?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-287
"OnePlus Nord Buds 2r True Wireless in Ear Earbuds with Mic, 12.4mm Drivers, Playback:Upto 38hr case,4-Mic Design, IP55 Rating [ Misty Grey ]  ",4.2 out of 5 stars,"1,698",https://amazon.in/OnePlus-Wireless-Earbuds-Drivers-Playback/dp/B0C8J7W6PL/ref=sr_1_288?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-288
"JBL Tune 510BT, On Ear Wireless Headphones with Mic, up to 40 Hours Playtime, Pure Bass, Quick Charging, Dual Pairing, Bluetooth 5.0 & Voice Assistant Support for Mobile Phones (Blue)  ",3.8 out of 5 stars,"2,599",https://amazon.in/JBL-Wireless-Headphones-Bluetooth-Assistant/dp/B08QTVL6C5/ref=sr_1_34?dib=eyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g&dib_tag=se&keywords=headphones&qid=1723464755&sr=8-34
"Portronics Harmonics Z5 Wireless Bluetooth Stereo Headset with 33Hrs Playtime, Double EQ Mode, 14.2 mm Dynamic Drivers, Click action buttons(Black)  ",3.9 out of 5 stars,598,https://amazon.in/Portronics-Harmonics-Wireless-Bluetooth-Playtime/dp/B0BJDKG3GZ/ref=sr_1_289?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-289
"boAt Rockerz 258 Pro+ Bluetooth in Ear Earphones with Upto 60 Hours Playback, ASAP Charge, IPX7, Dual Pairing and Bluetooth v5.0(Active Black)  ",4.0 out of 5 stars,999,https://amazon.in/boAt-Rockerz-258-Pro-Bluetooth/dp/B0CGZP6P8Z/ref=sr_1_290?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-290
Sony Mdr-Zx310Ap Wired On Ear Headphones With Mic (Black)  ,3.9 out of 5 stars,"1,899",https://amazon.in/Sony-MDR-ZX310AP-Ear-Headphone-Black/dp/B00IMCQBVK/ref=sr_1_291?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-291
"OneOdio Over Ear Headphone Studio Wired Bass Headsets with 50mm Driver, Foldable Lightweight Headphones with Shareport and Mic for DJ Monitoring Mixing Guitar PC TV  ",4.2 out of 5 stars,"1,989",https://amazon.in/OneOdio-Headphone-Lightweight-Headphones-Monitoring/dp/B0CKZ17Y3Y/ref=sr_1_292?dib=eyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc&dib_tag=se&keywords=headphones&qid=1723464815&sr=8-292
"Mivi DuoPods i2 True Wireless Earbuds, 45+ Hrs Playtime, HD Call Clarity, Fast Charging, Type C, 13mm Bass drivers, IPX 4.0 Sweat Proof, BT v5.3, Made in India Earbuds - Black  ",4.2 out of 5 stars,799,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTUwNjA3NjQxODUwMDA5OjE3MjM0NjQ4MTU6c3BfYnRmOjMwMDI4NzE5MzcwNzAzMjo6MDo6&url=%2FMivi-DuoPods-Wireless-Playtime-Charging%2Fdp%2FB0CRTJH57W%2Fref%3Dsr_1_293_sspa%3Fdib%3DeyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464815%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
HOPPUP Grand in Ear Earbuds with Upto 75 Hours Playtime| Digital Battery Indicator| Type-c Fast Charging| 40ms Low Latency Gaming Mode| Black  ,3.3 out of 5 stars,559,https://amazon.in/sspa/click?ie=UTF8&spc=MTozNTUwNjA3NjQxODUwMDA5OjE3MjM0NjQ4MTU6c3BfYnRmOjMwMDEwNzk4NTM5OTMzMjo6MDo6&url=%2FHOPPUP-Earbuds-Playtime-Indicator-Charging%2Fdp%2FB0CP92L9YH%2Fref%3Dsr_1_294_sspa%3Fdib%3DeyJ2IjoiMSJ9.Rl14k1cJ4SfvIITZKuoliTAnAEaP3KjWLcZYPiT4aVF8rTHFxWpEYpSL7eCkLqNKLp9JiTpgZTRtkwy2Zfv2h4f3jMIZlGDF_6f2WNBI6kSrjxx4BBawuh5rwMJAJaoAkIM63Bznj6o5RYkpxogULQ3IfF8-v3s3gy_TDG6o3SZc0E41mjfhd8r-w-Sv1-FK0i65gBhhEziPnA-ckUGvABc5qbk-UZrTGo7tD--vBTk.4eVG11RZgQPWmKdFHXD6PUmaftPDAx6hl6qs1_J9gZc%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464815%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Leaf Buds X614 True Wireless ANC in Ear Earbuds with Ai Sound App,Active Noise Cancellation,Transparency Mode,30H Playtime,Quad Mic Enc,40Ms Low Latency,13Mm Driver,Ipx5,Bluetooth V5.3(Pure White)  ",4.0 out of 5 stars,"1,198",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfYXRmX25leHQ6MzAwMjQxNzU0MzU3NTMyOjowOjo&url=%2FLeaf-Wireless-Cancellation-Transparency-Bluetooth%2Fdp%2FB0D7JQGZ1B%2Fref%3Dsr_1_305_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 13mm Bass Drivers, Made in India TWS Bluetooth 5.3 Truly Wireless in Ear Earbuds (Dawn)  ",3.8 out of 5 stars,"1,299",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfYXRmX25leHQ6MzAwMTM5Mzk2ODg5NDMyOjowOjo&url=%2FBoult-Playtime-Latency-Bluetooth-Wireless%2Fdp%2FB0CHVW97GR%2Fref%3Dsr_1_306_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"iClever Kids Headphones for Girls with Microphone, HD Stereo Children Over-Ear Wired Headphones, Volume Limiter 85/94dB, Sharing Function Foldable Headphones for Online School/iPad/PC, Pink  ",3.9 out of 5 stars,"1,399",https://amazon.in/HS19-Headphones-Microphone-Over-Ear-Chromebooks/dp/B08FB3LBWC/ref=sr_1_307?dib=eyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg&dib_tag=se&keywords=headphones&qid=1723464824&sr=8-307
"Boult Audio Newly Launched X1 Pro Gaming Wired Earphones with Type-C Port, Colour Shuffle Mode, 12mm Bass Drivers, Inline Controls, Pro+ Calling HD Mic, Earphones Wired Headphones with mic  ",3.2 out of 5 stars,599,https://amazon.in/Boult-Launched-Earphones-Controls-Headphones/dp/B0D6Z3XGTQ/ref=sr_1_308?dib=eyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg&dib_tag=se&keywords=headphones&qid=1723464824&sr=8-308
"ZEBRONICS THUNDER Bluetooth 5.3 Wireless Headphones with 60H Backup, Gaming Mode, Dual Pairing, ENC, AUX, Micro SD, Voice assistant, Comfortable Earcups, Call Function(Black)  ",3.8 out of 5 stars,699,https://amazon.in/ZEBRONICS-Bluetooth-Headphones-assistant-Comfortable/dp/B07L8KNP5F/ref=sr_1_5?dib=eyJ2IjoiMSJ9.U2typkoQNBgrulXtL9h2j-iv__cEggN2ZZ59mBEcueM83faEXCvroYFvDYEES-75YbkOqrAsAvk0g5ZmSWF4Z_qXoaP4f2LWXygrDH0Rnaq8UT2eX-6Dxv2UhX1gueot3holKOMZQ0ps5kByOxcuFDBa-n170_qH9N7BAeucIduLZi3vks2hAJ9gbelDtCE9biomwJPXpPMSFneahPVVoZJ_65b0P43Cqhd3ySB49PM._ZP4N3IrT3F1tTryT6AQilZU06KByvfPpdNFmclnQDg&dib_tag=se&keywords=headphones&qid=1723464748&sr=8-5
"boAt Rockerz 551Anc Hybrid Active Noise Cancellation Over Ear Headphones with Up to 100H Playtime, ASAP Charge, Ambient Sound Mode &Dual Eq Modes, Enx Technology(Stellar Black)  ",3.4 out of 5 stars,"2,599",https://amazon.in/boAt-Rockerz-551ANC-Cancellation-Headphones/dp/B0BZHRB9J1/ref=sr_1_35?dib=eyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g&dib_tag=se&keywords=headphones&qid=1723464755&sr=8-35
"Boult Audio K40 True Wireless in Ear Earbuds with 48H Playtime, Clear Calling 4 Mics, 45ms Low Latency Gaming, Premium Grip, 13mm Bass Drivers, Type-C Fast Charging, BTv 5.3 Ear Buds (Electric Black)  ",4.0 out of 5 stars,"1,099",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfbXRmOjMwMDEzOTM5Njg5MDQzMjo6MDo6&url=%2FBoult-Wireless-Playtime-Charging-Electric%2Fdp%2FB0CTCWPHH5%2Fref%3Dsr_1_309_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Boult Audio Z60 Earbuds with 60H Battery, Clear Calling 4 Mics, Made in India, 50ms Low Latency Gaming, 13mm Bass Driver, Type-C Fast Charging, IPX5 Ear Buds Bluetooth 5.3 TWS Ear Buds (Raven Black)  ",3.9 out of 5 stars,999,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfbXRmOjMwMDEzOTM5Njg5MDAzMjo6MDo6&url=%2FBoult-Audio-Wireless-Playtime-Bluetooth%2Fdp%2FB0CBTXDVFX%2Fref%3Dsr_1_310_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Leaf Buds X342 True Wireless in Ear Earbuds Ai Sound App, 32H Playtime, Quad Mic with Enc, 50Ms Low Latency, Fast Charging (10Min=210Min), 10Mm Driver, Ipx5, Bluetooth V5.4 TWS (Dune Grey)  ",4.5 out of 5 stars,948,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfYnRmOjMwMDI0MTc0NDMyMjEzMjo6MDo6&url=%2FLeaf-Wireless-Playtime-Charging-Bluetooth%2Fdp%2FB0D7F3CFJJ%2Fref%3Dsr_1_311_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"ALPSS AUDIO WRD-D17 Heavy Bass Thump with Titanium Membrane for Crystal Clear Audio, HD+MIC for Crystal Clear Calling, ESIS New Digital Equalizer Settings,10mm Bass Drivers.  ",5.0 out of 5 stars,499,https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NzgwMDIzMjAzNTQ3OTg2OjE3MjM0NjQ4MjQ6c3BfYnRmOjMwMDI2MTY2NzE2OTYzMjo6MDo6&url=%2FALPSS-AUDIO-Titanium-Membrane-Equalizer%2Fdp%2FB0CZT2YBW2%2Fref%3Dsr_1_312_sspa%3Fdib%3DeyJ2IjoiMSJ9.GbAd3J02wKHcGpbDBZNUTmBXjSRaHJDjHSY2pJQ8dW4.Yke26Hzi7es41HB0b8HBw6NrFurKI7riQxZtTyuVtpg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464824%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Zebronics Boom Wired Headphone, Over Ear, in-Line MIC, Foldable, 1.5 Meter Cable, for 3.5mm (Mobile | Tablet | Laptop | MAC), Soft Cushion, 40mm Drivers (Black)  ",3.6 out of 5 stars,599,https://amazon.in/Zebronics-Headphone-Foldable-Cushion-Black/dp/B0CTKPBMJG/ref=sr_1_36?dib=eyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g&dib_tag=se&keywords=headphones&qid=1723464755&sr=8-36
"Boult x Mustang Derby Newly Launched Truly Wireless in Ear Earbuds with 100H Playtime, Built-in App Support, Dual Device Pairing, Quad Mic ENC, 45ms Low Latency, IPX5 ear buds TWS Bluetooth 5.4  ",4.2 out of 5 stars,"1,799",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NjY0OTczMjI0NTQ4NTQxOjE3MjM0NjQ3NTU6c3BfYnRmOjMwMDIyOTg2NzI0MDMzMjo6MDo6&url=%2FBoult-Launched-Wireless-Earbuds-Bluetooth%2Fdp%2FB0D63GCT6P%2Fref%3Dsr_1_37_sspa%3Fdib%3DeyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464755%26sr%3D8-37-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Boult Audio Z40 Pro with 100H Playtime, Quad Mic ENC, 45ms Low Latency Gaming, Premium Rubber Grip Case, 13mm Bass Drivers, Made in India TWS Bluetooth 5.3 Truly Wireless in Ear Earbuds (Midnight)  ",3.8 out of 5 stars,"1,399",https://amazon.in/sspa/click?ie=UTF8&spc=MTo0NjY0OTczMjI0NTQ4NTQxOjE3MjM0NjQ3NTU6c3BfYnRmOjMwMDEzOTM5Njg4OTczMjo6MDo6&url=%2FBoult-Playtime-Bluetooth-Wireless-Midnight%2Fdp%2FB0CHVXMW2J%2Fref%3Dsr_1_38_sspa%3Fdib%3DeyJ2IjoiMSJ9.IpPvJ-4RVxPieKSvdknkvnFUAg41Fkx3RbvziyPN94xmLFsu7XPPXbG-atH3B4KYbeTmcRLygMqFs1-LTEB0WjI6SvFYzaBvV4n2pcp2vTXHAzgHSu1BjmxWB6LptAKofNKgIfIVg3vVcJwj3q7_oGg7qxh_2te0SuvMRssuU3l83vAxHPxAkk2HCmVy84d8VQYbqqcOUCAPIMmFRbwrcQwuKKUSZnQQyR-IU9QGTtc.ZYMIidwqBKVlhxkadMf92_t2gPXznlpldpiZ-pnUC4g%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464755%26sr%3D8-38-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Srhythm NC35 Noise Cancelling Headphones Wireless Bluetooth 5.3, Fast Charge Over-Ear Lightweight Headset with Microphones, Mega Bass 50+ Hoursâ€™ Playtime Black  ",4.3 out of 5 stars,"8,122",https://amazon.in/sspa/click?ie=UTF8&spc=MTo3ODMxOTgxMjgyODU3ODI6MTcyMzQ2NDc1OTpzcF9hdGZfbmV4dDozMDAwNjM0MzMwODQxMzI6OjA6Og&url=%2FSrhythm-NC35%2Fdp%2FB07YFW5DG6%2Fref%3Dsr_1_33_sspa%3Fdib%3DeyJ2IjoiMSJ9.gf9WWpk6OEVroSfll67QDexrIxGLeIj6nvHvGOIsEKkJlbToNd-8ekiCXPcYRFiP3hutEFZhf-Rdowjom4ty4mhnOdfSKzJEenialSai0AyItNCtP_h75Jp2AMoFuP-u-eAV2eMb3IJLQaW1LbDxs-WzIsSKs5fD_DrkgUvQbyejYtMGygZfKJofY9uythkWm1O6QGREzqpac3phgA6DjD4KE5tn0NVGgkQyqcIupE8.YEC_zSKscHhekGL7X4gfbngRrn_9HTUVe9q-ylLJ8Dg%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1723464759%26sr%3D8-33-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
